fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231128 111914	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	137	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0682234870524197	0.869946595120005	324	49736	14120	154054152.923538	79
20231128 112943	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	264	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.065849383981876	0.987325332775633	451	23859	13413	154718355.322339	80
20231128 114300	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	375	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0222526774218098	0.856007818604371	399	34409	12383	151544567.216392	81
20231128 115252	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	308	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0945308120320025	0.761339828581529	369	40375	12336	156698634.682659	82
20231128 120630	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	394	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0200460021437632	0.907676710645923	669	39163	11256	154243702.148926	83
20231128 121425	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0895835256280129	0.876690432827054	75	31423	11881	158259606.696652	84
20231128 122232	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0606194649580123	0.958157357388902	74	49987	12610	155193568.215892	85
20231128 123735	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	555	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0208682075908006	0.844110990758244	550	49979	11742	154973276.361819	86
20231128 124914	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	412	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0474795867649443	0.958596698628564	511	49993	13202	155031277.361319	87
20231128 125723	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	132	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0741869020665843	0.746112928369763	457	36308	13951	153922650.174913	88
20231128 130451	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	96	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0990769289657862	0.847943777221712	254	30543	11682	155175125.437281	89
20231128 131359	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	247	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0835805573457464	0.975535237858347	343	42316	11598	156581156.421789	90
20231128 132218	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	205	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0780386278509852	0.856011417120852	1017	49995	13218	156610891.554223	91
20231128 133618	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	548	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0284034278523281	0.999867626425813	104	47231	12794	157170275.862069	92
