fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231128 093813	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	30	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.285507612180427	0.7414578557404	658	18114	12542	145029148.425787	101
20231128 094502	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.206315935211879	0.360689352982765	286	9850	15429	145783206.896552	102
20231128 095326	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	74	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0500549128510575	0.867472741712208	898	18950	12172	153769213.393303	103
20231128 100411	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	400	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.120136700997519	0.824563600381387	706	46875	11038	158504774.612694	104
20231128 101810	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	295	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.214604146773168	0.64391346595176	952	4898	12973	141793997.501249	105
20231128 103017	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	175	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0260305563073436	0.464394405108972	373	12550	12902	159231067.466267	106
20231128 104235	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	155	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0252323941845342	0.521515228721712	363	15259	13534	158659761.11944	107
20231128 105307	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	141	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0313970761546743	0.406517966555066	403	13650	12248	156072755.622189	108
20231128 110206	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	94	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0474967355994057	0.417199724509875	420	18864	12779	155621862.568716	109
20231128 111114	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0524287012429857	0.459905776088088	355	14095	10834	156550385.807096	110
20231128 112311	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	173	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0263763724015852	0.51540905926392	384	23256	13326	155824806.596702	111
20231128 113352	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	394	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.121245735520415	0.86290258397736	598	47019	13215	157590272.363818	112
20231128 114118	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.120347899609105	0.846432124950744	668	43657	11561	157573389.805097	113
20231128 115011	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	226	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0994785404866867	0.900282097355886	257	36522	11736	158209459.270365	114
20231128 115638	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	41	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.100516920085071	0.94605800483288	256	43731	12220	152269275.362319	115
20231128 120857	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	538	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.127906548506533	0.784291383191471	639	45829	12633	153740734.132934	116
